Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2004-08-19,118.07794952392578,118.07794952392578,116.48230155738625,118.07794952392578,54470000
2004-08-20,116.48233795166016,118.07798641675139,116.48233795166016,116.48233795166016,6340000
2004-08-23,116.48233795166016,118.07798641675139,116.48233795166016,116.48233795166016,34770000
2004-08-24,116.48233795166016,116.48233795166016,114.88668948656893,116.48233795166016,343910000
2004-08-25,114.88666534423828,116.48231347401938,113.2910172144572,116.48231347401938,20510000
2004-08-26,114.88666534423828,114.88666534423828,113.2910172144572,113.2910172144572,26650000
2004-08-27,116.48233795166016,116.48233795166016,114.88668948656893,114.88668948656893,152960000
2004-08-30,113.29100799560547,114.88665599554356,113.29100799560547,114.88665599554356,217280000
2004-08-31,114.88666534423828,116.48231347401938,114.88666534423828,114.88666534423828,241830000
2004-09-01,119.6736068725586,119.6736068725586,114.88666259765624,114.88666259765624,785500000
2004-09-02,119.6736068725586,121.2692549641927,118.07795878092448,119.6736068725586,625450000
2004-09-03,121.26921844482422,122.86486605594033,119.6735708337081,119.6735708337081,380010000
2004-09-06,119.6736068725586,122.86490305582682,119.6736068725586,121.2692549641927,300650000
2004-09-07,118.07794952392578,119.67359749046533,118.07794952392578,119.67359749046533,380160000
2004-09-08,121.26921844482422,121.2692184448242,118.07792322259199,118.07792322259199,148760000
2004-09-09,118.07794952392578,119.67359749046533,114.8866535908467,119.67359749046533,1124760000
2004-09-10,119.6736068725586,121.2692549641927,116.48231068929036,118.07795878092448,807590000
2004-09-13,119.6736068725586,119.6736068725586,119.6736068725586,119.6736068725586,0
2004-09-14,126.0561752319336,127.65182301967958,121.26923186869561,121.26923186869561,1532050000
2004-09-15,129.24749755859375,130.8431456766011,124.46055320457177,126.0562013225791,1588000000
2004-09-16,127.65184020996094,127.65184020996094,126.05619220733644,127.65184020996094,208620000
2004-09-17,127.65184020996094,127.65184020996094,122.86489620208741,126.05619220733644,302950000
2004-09-20,127.65184020996094,127.65184020996094,127.65184020996094,127.65184020996094,0
2004-09-21,132.43878173828125,134.0344297110316,129.24748579278048,129.24748579278048,1901600000
2004-09-22,130.84312438964844,132.43877224805877,129.24747653123808,132.43877224805877,210400000
2004-09-23,130.84312438964844,132.43877224805877,129.24747653123808,129.24747653123808,623640000
2004-09-24,130.84312438964844,130.84312438964844,129.24747653123808,129.24747653123808,10480000
2004-09-27,127.65184020996094,130.84313621520997,126.05619220733644,129.24748821258547,174580000
2004-09-28,126.0561752319336,127.65182301967958,126.0561752319336,127.65182301967958,331780000
2004-09-29,127.65184020996094,127.65184020996094,126.05619220733644,126.05619220733644,244270000
2004-09-30,127.65184020996094,129.24748821258547,126.05619220733644,127.65184020996094,270690000
2004-10-01,129.24749755859375,129.24749755859375,127.65184944058643,127.65184944058643,447560000
2004-10-04,135.63006591796875,135.63006591796875,129.24747458065258,129.24747458065258,1251590000
2004-10-05,146.79965209960938,146.79965209960938,134.0344649605129,134.0344649605129,1496600000
2004-10-06,145.2039794921875,146.79962761847528,142.01268323961196,146.79962761847528,270080000
2004-10-07,143.60833740234375,143.60833740234375,138.8213928222656,143.60833740234375,412060000
2004-10-08,143.60833740234375,145.20398559570313,142.01268920898437,142.01268920898437,288950000
2004-10-11,145.2039794921875,146.79962761847528,142.01268323961196,143.60833136589972,350120000
2004-10-12,142.01268005371094,145.20397623469322,140.4170319632198,145.20397623469322,322910000
2004-10-13,143.60833740234375,145.20398559570313,142.01268920898437,143.60833740234375,168000000
2004-10-14,143.60833740234375,145.20398559570313,142.01268920898437,143.60833740234375,305480000
2004-10-15,145.2039794921875,145.2039794921875,142.01268323961196,142.01268323961196,301950000
2004-10-18,145.2039794921875,145.2039794921875,143.60833136589972,145.2039794921875,137550000
2004-10-19,142.01268005371094,145.20397623469322,142.01268005371094,145.20397623469322,412170000
2004-10-20,142.01268005371094,143.60832814420206,138.82138387272866,142.01268005371094,273750000
2004-10-21,140.4170684814453,142.0127169869163,138.82141997597435,142.0127169869163,170980000
2004-10-22,143.60833740234375,145.20398559570313,140.417041015625,140.417041015625,219850000
2004-10-25,145.2039794921875,145.2039794921875,142.01268323961196,143.60833136589972,36080000
2004-10-26,146.79965209960938,146.79965209960938,143.60835531483525,145.2040037072223,95260000
2004-10-27,153.18223571777344,154.77788400650024,146.7996425628662,146.7996425628662,668340000
2004-10-28,153.18223571777344,154.77788400650024,149.99093914031982,154.77788400650024,277050000
2004-10-29,153.18223571777344,153.18223571777344,151.58658742904663,153.18223571777344,126340000
2004-11-01,157.9691162109375,159.56476384943184,153.18217329545456,153.18217329545456,224080000
2004-11-02,162.75611877441406,165.9474152209712,157.96917410457837,157.96917410457837,389430000
2004-11-03,157.9691162109375,162.75605912642047,157.9691162109375,162.75605912642047,438210000
2004-11-04,157.9691162109375,157.9691162109375,153.18217329545456,157.9691162109375,370720000
2004-11-05,159.5648193359375,161.16046752929688,157.96917114257812,157.96917114257812,114460000
2004-11-08,159.5648193359375,159.5648193359375,156.37352294921874,159.5648193359375,38090000
2004-11-09,159.5648193359375,161.16046752929688,159.5648193359375,159.5648193359375,65960000
2004-11-10,169.138671875,170.73431972287733,159.56478478773585,161.1604326356132,289020000
2004-11-11,175.5212860107422,180.3082301746715,170.73434184681284,170.73434184681284,278360000
2004-11-12,175.5212860107422,180.3082301746715,173.92563795609905,177.1169340653853,351860000
2004-11-15,175.5212860107422,175.52128601074216,175.52128601074216,175.52128601074216,0
2004-11-16,175.5212860107422,175.52128601074216,175.52128601074216,175.52128601074216,0
2004-11-17,175.5212860107422,175.52128601074216,175.52128601074216,175.52128601074216,0
2004-11-18,175.5212860107422,175.52128601074216,175.52128601074216,175.52128601074216,0
2004-11-19,175.5212860107422,175.52128601074216,175.52128601074216,175.52128601074216,0
2004-11-22,172.32997131347656,175.52126707854094,169.13867554841218,175.52126707854094,383340000
2004-11-23,178.8330078125,183.7102716619318,175.58149857954544,175.58149857954544,361270000
2004-11-24,178.8330078125,182.08451704545453,177.20725319602272,178.8330078125,120080000
2004-11-25,173.9556884765625,177.2071966723861,173.9556884765625,177.2071966723861,128910000
2004-11-26,170.70420837402344,173.95571710495722,167.45269964308966,173.95571710495722,555880000
2004-11-29,177.20724487304688,177.20724487304688,170.70422671256807,170.70422671256807,284470000
2004-11-30,178.8330078125,180.45876242897725,177.20725319602272,177.20725319602272,174800000
2004-12-01,177.20724487304688,178.83299941316656,173.95573579280747,178.83299941316656,335200000
2004-12-02,177.20724487304688,182.08450849340596,177.20724487304688,178.83299941316656,569090000
2004-12-03,177.20724487304688,180.45875395328625,177.20724487304688,178.83299941316656,508070000
2004-12-06,177.20724487304688,177.20724487304688,175.58149033292716,175.58149033292716,80250000
2004-12-07,175.5814971923828,177.20725179601598,173.95574258874962,177.20725179601598,144530000
2004-12-08,175.5814971923828,177.20725179601598,175.5814971923828,175.5814971923828,96460000
2004-12-09,173.9556884765625,177.2071966723861,173.9556884765625,175.5814425744743,281890000
2004-12-10,173.9556884765625,175.5814425744743,172.3299343786507,173.9556884765625,370970000
2004-12-13,170.70420837402344,172.32996273949033,167.45269964308966,172.32996273949033,303400000
2004-12-14,170.70420837402344,173.95571710495722,167.45269964308966,170.70420837402344,404780000
2004-12-15,165.8269805908203,170.70424472584443,162.5754711674709,170.70424472584443,475980000
2004-12-16,173.9556884765625,173.9556884765625,167.4526720849153,167.4526720849153,300610000
2004-12-17,183.71023559570312,185.33598989301024,173.9557098118605,173.9557098118605,968030000
2004-12-20,185.33604431152344,188.5875538608484,182.08453476219844,182.08453476219844,500500000
2004-12-21,186.96177673339844,186.96177673339844,183.71026757281757,185.336022153108,259150000
2004-12-22,188.58755493164062,191.8390644994275,186.96180014774717,186.96180014774717,385500000
2004-12-23,190.21328735351562,191.8390419462807,188.58753276075052,190.21328735351562,190420000
2004-12-24,190.21328735351562,190.21328735351562,190.21328735351562,190.21328735351562,0
2004-12-27,193.46475219726562,195.0905064174107,188.58748953683033,188.58748953683033,239760000
2004-12-28,196.7163543701172,198.34210936491155,191.83908938573413,193.4648443805285,357530000
2004-12-29,193.46475219726562,198.3420148577009,193.46475219726562,198.3420148577009,112540000
2004-12-30,193.46475219726562,193.46475219726562,188.58748953683033,193.46475219726562,116110000
2004-12-31,193.46475219726562,193.46475219726562,193.46475219726562,193.46475219726562,0
2005-01-03,191.8390350341797,191.8390350341797,190.21328049999173,191.8390350341797,126180000
2005-01-04,195.09056091308594,196.71631558736166,191.83905156453451,191.83905156453451,291730000
2005-01-05,199.96780395507812,204.8450674661776,195.09054044397865,195.09054044397865,564730000
2005-01-06,199.96780395507812,201.59355845877795,196.71629494767848,201.59355845877795,161150000
2005-01-07,191.8390350341797,198.34205317093154,190.21328049999173,198.34205317093154,592910000
2005-01-10,183.71023559570312,191.83900708223868,177.2072184064747,191.83900708223868,1459290000
2005-01-11,183.71023559570312,185.33598989301024,180.4587270010889,183.71023559570312,763270000
2005-01-12,180.45880126953125,183.71031120231558,178.83304630313907,182.0845562359234,346960000
2005-01-13,182.08453369140625,183.71028845650807,180.4587789263044,180.4587789263044,462640000
2005-01-14,183.71023559570312,185.33598989301024,182.084481298396,182.084481298396,425410000
2005-01-17,186.96177673339844,186.96177673339844,183.71026757281757,183.71026757281757,186470000
2005-01-18,185.33604431152344,186.96179908618592,182.08453476219844,186.96179908618592,185970000
2005-01-19,185.33604431152344,185.33604431152344,182.08453476219844,185.33604431152344,641200000
2005-01-20,186.96177673339844,186.96177673339844,182.08451299252715,183.71026757281757,343520000
2005-01-24,186.96177673339844,186.96177673339844,185.336022153108,186.96177673339844,162660000
2005-01-25,185.33604431152344,188.5875538608484,185.33604431152344,186.96179908618592,337900000
2005-01-26,190.21328735351562,190.21328735351562,186.96177816798544,186.96177816798544,374440000
2005-01-27,191.8390350341797,191.8390350341797,190.21328049999173,190.21328049999173,388630000
2005-01-28,190.21328735351562,191.8390419462807,188.58753276075052,191.8390419462807,271040000
2005-01-31,186.96177673339844,188.58753131368886,186.96177673339844,188.58753131368886,236080000
2005-02-01,190.21328735351562,190.21328735351562,186.96177816798544,186.96177816798544,170990000
2005-02-02,190.21328735351562,191.8390419462807,188.58753276075052,190.21328735351562,350620000
2005-02-03,193.46475219726562,193.46475219726562,188.58748953683033,190.21324375697543,371380000
2005-02-04,195.09056091308594,196.71631558736166,191.83905156453451,191.83905156453451,452960000
2005-02-07,195.09056091308594,196.71631558736166,193.4648062388102,195.09056091308594,306860000
2005-02-08,195.09056091308594,195.09056091308594,193.4648062388102,193.4648062388102,145560000
2005-02-11,195.09056091308594,196.71631558736166,193.4648062388102,193.4648062388102,285870000
2005-02-14,195.09056091308594,195.09056091308594,191.83905156453451,195.09056091308594,326000000
2005-02-15,199.96780395507812,199.96780395507812,195.09054044397865,195.09054044397865,429560000
2005-02-16,204.84510803222656,208.09661768353175,201.59359838092138,201.59359838092138,715460000
2005-02-17,216.22532653808594,219.47683520783158,208.0965548637218,208.0965548637218,920020000
2005-02-18,216.22532653808594,216.22532653808594,209.72230919859462,214.59957220321309,172390000
2005-02-21,214.5995635986328,216.22531786831942,212.9738093289462,216.22531786831942,93670000
2005-02-22,214.5995635986328,214.5995635986328,212.9738093289462,214.5995635986328,112470000
2005-02-23,214.5995635986328,219.47682640769267,211.3480550592596,212.9738093289462,169910000
2005-02-24,217.8511199951172,219.47687462194642,212.97385611462948,214.59961074145872,297770000
2005-02-25,214.5995635986328,216.22531786831942,214.5995635986328,216.22531786831942,499650000
2005-02-28,212.97389221191406,214.59964711429507,208.096627504771,214.59964711429507,477690000
2005-03-01,212.97389221191406,216.2254020166761,211.34813730953303,211.34813730953303,287430000
2005-03-02,208.09657287597656,212.97383630275726,206.470818400383,212.97383630275726,243910000
2005-03-03,216.22532653808594,216.22532653808594,208.0965548637218,208.0965548637218,331170000
2005-03-04,217.8511199951172,221.10262924877566,214.59961074145872,216.22536536828795,444930000
2005-03-07,222.72836303710938,225.97987198655625,217.85109961293912,217.85109961293912,893120000
2005-03-08,224.3541717529297,227.6056814884794,221.10266201738,224.3541717529297,170600000
2005-03-09,217.8511199951172,225.97989312926336,217.8511199951172,225.97989312926336,476220000
2005-03-10,216.22532653808594,219.47683520783158,216.22532653808594,217.85108087295876,420230000
2005-03-14,217.8511199951172,219.47687462194642,212.97385611462948,217.8511199951172,409390000
2005-03-15,232.4829559326172,237.36022074239239,217.85116150329165,217.85116150329165,785300000
2005-03-16,245.48895263671875,247.11470728994206,234.10867006415563,234.10867006415563,750460000
2005-03-17,240.61163330078125,245.48889613795924,235.73437046360323,245.48889613795924,523960000
2005-03-18,240.61163330078125,243.8631418588999,238.9858790217219,243.8631418588999,272000000
2005-03-21,248.74049377441406,248.74049377441406,237.3602097455193,240.61171946806067,364340000
2005-03-22,245.48895263671875,253.61772590283528,240.61168867704885,251.99197124961196,780220000
2005-03-23,245.48895263671875,245.48895263671875,245.48895263671875,245.48895263671875,0
2005-03-24,234.108642578125,240.61166042751734,227.60562472873264,240.61166042751734,1949960000
2005-03-28,221.10256958007812,234.1086030847886,221.1025695800781,234.1086030847886,1046370000
2005-03-29,219.47682189941406,224.35408460828995,216.22531342683016,221.10257613570602,606600000
2005-03-30,216.22532653808594,224.35409821245005,211.34806353346744,217.85108087295876,1700220000
2005-03-31,221.10256958007812,222.72832376816692,217.85106120390049,217.85106120390049,1196590000
2005-04-01,221.10256958007812,224.35407795625574,219.4768153919893,221.1025695800781,516260000
2005-04-04,224.3541717529297,224.3541717529297,221.10266201738,222.72841688515484,172170000
2005-04-05,222.72836303710938,224.3541175118328,221.10260856238597,224.3541175118328,247030000
2005-04-06,224.3541717529297,224.3541717529297,219.47690714960515,221.10266201738,417050000
2005-04-07,222.72836303710938,224.3541175118328,216.2253451382157,224.3541175118328,1321300000
2005-04-08,222.72836303710938,222.7283630371094,219.47685408766253,222.7283630371094,153890000
2005-04-11,221.10256958007812,221.1025695800781,217.85106120390049,221.1025695800781,191500000
2005-04-12,221.10256958007812,221.1025695800781,216.22530701581167,219.4768153919893,725470000
2005-04-13,219.47682189941406,224.35408460828995,219.47682189941406,219.47682189941406,334880000
2005-04-14,219.47682189941406,222.728330371998,216.22531342683016,221.10257613570602,578080000
2005-04-15,221.10256958007812,221.1025695800781,216.22530701581167,216.22530701581167,318220000
2005-04-18,216.22532653808594,217.85108087295876,212.97381786834026,217.85108087295876,836510000
2005-04-19,212.97389221191406,216.2254020166761,211.34813730953303,216.2254020166761,527100000
2005-04-20,221.10256958007812,222.72832376816692,214.59955282772287,214.59955282772287,423160000
2005-04-21,216.22532653808594,219.47683520783158,214.59957220321309,219.47683520783158,379890000
2005-04-25,204.84510803222656,216.22539181179468,196.7163339039636,216.22539181179468,1681200000
2005-04-26,208.09657287597656,208.09657287597656,201.5935549736023,204.84506392478943,507660000
2005-04-27,206.47079467773438,211.34805754413756,204.84504038893334,208.09654896653544,807540000
2005-04-28,203.21932983398438,208.09659374999998,201.5935751953125,206.4708391113281,550650000
2005-04-29,199.96780395507812,201.59355845877795,193.46478594027883,201.59355845877795,1245090000
2005-05-02,201.59361267089844,204.84512255268712,201.59361267089844,201.59361267089844,165560000
2005-05-03,203.21932983398438,204.84508447265625,199.96782055664062,201.5935751953125,200510000
2005-05-04,209.72230529785156,211.34805960248607,203.21928807931354,204.84504238394805,466600000
2005-05-06,212.97389221191406,214.59964711429507,209.722382407152,209.722382407152,214880000
2005-05-09,211.34805297851562,212.97380723219652,208.09654447115383,212.97380723219652,324580000
2005-05-10,211.34805297851562,212.97380723219652,209.72229872483473,211.34805297851562,162970000
2005-05-11,211.34805297851562,212.97380723219652,206.47079021747297,208.09654447115383,115490000
2005-05-12,211.34805297851562,212.97380723219652,211.34805297851562,212.97380723219652,135610000
2005-05-13,212.97389221191406,212.97389221191406,209.722382407152,209.722382407152,87980000
2005-05-16,209.72230529785156,211.34805960248607,209.72230529785156,211.34805960248607,65160000
2005-05-17,214.5995635986328,214.5995635986328,209.72230078957298,211.3480550592596,160420000
2005-05-18,212.97389221191406,214.59964711429507,211.34813730953303,214.59964711429507,148410000
2005-05-19,214.5995635986328,214.5995635986328,212.9738093289462,212.9738093289462,113820000
2005-05-20,212.97389221191406,212.97389221191406,211.34813730953303,212.97389221191406,111580000
2005-05-23,212.97389221191406,212.97389221191406,211.34813730953303,211.34813730953303,29340000
2005-05-25,212.97389221191406,212.97389221191406,211.34813730953303,211.34813730953303,121100000
2005-05-26,214.5995635986328,216.22531786831942,211.3480550592596,211.3480550592596,222780000
2005-05-27,212.97389221191406,214.59964711429507,212.97389221191406,214.59964711429507,179860000
2005-05-30,217.8511199951172,217.8511199951172,212.97385611462948,212.97385611462948,197660000
2005-05-31,225.9798126220703,225.9798126220703,217.85104238386634,217.85104238386634,357220000
2005-06-01,224.3541717529297,225.97992662070456,222.72841688515484,224.3541717529297,189470000
2005-06-02,230.85714721679688,230.85714721679688,224.3541289853378,224.3541289853378,357880000
2005-06-03,232.4829559326172,234.10871086920892,227.60569112284202,230.85720099602548,319250000
2005-06-06,229.2313690185547,230.8571234087572,227.60561462835216,230.8571234087572,153440000
2005-06-07,227.60565185546875,232.48291582380023,227.60565185546875,229.23140651157922,158940000
2005-06-08,227.60565185546875,229.23140651157922,224.35414254324778,227.60565185546875,156300000
2005-06-09,229.2313690185547,229.23136901855466,225.97986023814963,227.60561462835216,83980000
2005-06-10,227.60565185546875,229.23140651157922,225.97989719935825,229.23140651157922,62030000
2005-06-13,227.60565185546875,229.23140651157922,225.97989719935825,225.97989719935825,155870000
2005-06-14,230.85714721679688,230.85714721679688,227.60563810106734,229.2313926589321,150820000
2005-06-15,234.108642578125,235.73439704047308,230.8571336534288,230.8571336534288,461550000
2005-06-16,234.108642578125,238.98590596516925,230.8571336534288,234.108642578125,305650000
2005-06-17,238.98593139648438,238.98593139648438,234.10866749043367,234.10866749043367,173220000
2005-06-20,237.36024475097656,238.98599985201062,235.73448964994247,238.98599985201062,99610000
2005-06-21,237.36024475097656,240.6117549530447,234.1087345489084,235.73448964994247,211940000
2005-06-22,237.36024475097656,237.36024475097653,232.4829794478743,237.36024475097653,185660000
2005-06-23,234.108642578125,237.36015150282117,234.108642578125,235.73439704047308,72680000
2005-06-24,235.73443603515625,235.73443603515625,232.48292657260237,234.1086813038793,112010000
2005-06-27,230.85714721679688,234.1086563325264,230.85714721679688,234.1086563325264,70670000
2005-06-28,230.85714721679688,234.1086563325264,230.85714721679688,232.48290177466163,142950000
2005-06-29,230.85714721679688,234.1086563325264,230.85714721679688,232.48290177466163,49340000
2005-06-30,234.108642578125,234.108642578125,230.8571336534288,232.4828881157769,229650000
2005-07-01,237.36024475097656,237.36024475097653,232.4829794478743,234.1087345489084,101220000
2005-07-04,232.4829559326172,235.73446580580065,230.85720099602548,235.73446580580065,152210000
2005-07-05,229.2313690185547,232.4828777989597,229.23136901855466,232.4828777989597,266870000
2005-07-06,229.2313690185547,230.8571234087572,227.60561462835216,230.8571234087572,120810000
2005-07-07,225.9798126220703,229.2313207173519,224.35405857442953,227.6055666697111,396080000
2005-07-08,229.2313690185547,229.23136901855466,224.35410584794712,224.35410584794712,101260000
2005-07-11,229.2313690185547,229.23136901855466,227.60561462835216,229.23136901855466,36510000
2005-07-12,227.60565185546875,229.23140651157922,227.60565185546875,229.23140651157922,99170000
2005-07-13,227.60565185546875,229.23140651157922,227.60565185546875,227.60565185546875,152770000
2005-07-14,229.2313690185547,230.8571234087572,229.23136901855466,229.23136901855466,78330000
2005-07-15,229.2313690185547,230.8571234087572,229.23136901855466,229.23136901855466,196430000
2005-07-18,230.85714721679688,230.85714721679688,230.85714721679688,230.85714721679688,124750000
2005-07-19,230.85714721679688,230.85714721679688,229.2313926589321,229.2313926589321,158950000
2005-07-20,237.84278869628906,237.8427886962891,231.18984355793134,232.85307984252077,201500000
2005-07-21,237.84278869628906,239.50602498087852,236.17955241169963,237.8427886962891,136330000
2005-07-22,232.85299682617188,237.8427039010184,232.85299682617188,237.8427039010184,183590000
2005-07-25,236.1794891357422,236.1794891357422,232.85301745777397,232.85301745777397,118040000
2005-07-26,241.16921997070312,241.16921997070312,236.17951197130927,236.17951197130927,292560000
2005-07-27,239.50601196289062,242.8324843512641,239.50601196289062,241.16924815707736,123170000
2005-07-28,241.16921997070312,242.8324559705011,239.50598397090516,241.16921997070312,42030000
2005-07-29,242.8324737548828,244.4957098764916,241.169237633274,241.169237633274,71420000
2005-08-01,241.16921997070312,244.49569197029902,241.16921997070312,242.8324559705011,147580000
2005-08-02,247.82212829589844,247.82212829589847,241.16918525439783,241.16918525439783,140120000
2005-08-03,251.1486358642578,254.4751078624599,247.82216386605572,247.82216386605572,249980000
2005-08-04,249.48536682128906,254.47507415771486,249.4853668212891,252.81183837890626,156730000
2005-08-05,244.49566650390625,249.4853739835778,242.83243067734907,249.4853739835778,67040000
2005-08-08,241.16921997070312,242.8324559705011,241.16921997070312,242.8324559705011,126220000
2005-08-09,236.1794891357422,241.16919665269447,234.51625329675807,241.16919665269447,333520000
2005-08-10,239.50601196289062,241.16924815707736,237.8427757687039,237.8427757687039,114420000
2005-08-11,237.84278869628906,239.50602498087852,236.17955241169963,239.50602498087852,96480000
2005-08-12,232.85299682617188,236.1794682094029,232.85299682617188,236.1794682094029,155300000
2005-08-15,227.86329650878906,232.85300373160925,222.87358928596885,232.85300373160925,1148470000
2005-08-16,229.52664184570312,229.52664184570312,227.86340531058931,227.86340531058931,122380000
2005-08-18,229.52664184570312,231.1898783808169,226.20016877547553,229.52664184570312,415680000
2005-08-19,221.21035766601562,227.86330075371532,217.88388612216576,227.86330075371532,853380000
2005-08-22,219.54713439941406,226.20007786606297,219.54713439941406,219.54713439941406,153560000
2005-08-23,219.54713439941406,232.85302133271188,219.54713439941406,221.21037026607627,421430000
2005-08-24,221.21035766601562,224.53682920986546,216.22065035024082,219.54712189409068,580810000
2005-08-25,229.52664184570312,231.1898783808169,219.54722263502038,221.21045917013416,188130000
2005-08-26,226.20008850097656,227.86332444583667,221.2103806663962,226.20008850097653,97660000
2005-08-29,219.54713439941406,224.53684199940074,216.2206626660896,224.53684199940074,562120000
2005-08-30,224.5368194580078,231.18976225676357,206.24122676142937,216.22064095956307,482700000
2005-08-31,227.86329650878906,231.1897679906692,226.20006076784898,229.52653224972912,179340000
2005-09-01,231.18972778320312,232.85296323488086,222.87355052481453,226.20002142816998,144910000
2005-09-05,224.5368194580078,229.52652655707465,224.53681945800778,229.52652655707465,159490000
2005-09-06,226.20008850097656,229.5265603906968,226.20008850097653,226.20008850097653,259390000
2005-09-07,229.52664184570312,231.1898783808169,227.86340531058931,227.86340531058931,218200000
2005-09-08,231.18972778320312,234.51619868655857,229.52649233152542,231.18972778320312,318950000
2005-09-09,237.84278869628906,239.50602498087852,231.18984355793134,231.18984355793134,440210000
2005-09-12,241.16921997070312,242.8324559705011,237.84274797110723,237.84274797110723,608990000
2005-09-13,234.5162353515625,241.16917819841535,232.85299963984932,241.16917819841535,532880000
2005-09-14,226.20008850097656,234.51626822527714,226.20008850097653,232.85303228041704,272480000
2005-09-15,226.20008850097656,229.5265603906968,226.20008850097653,226.20008850097653,106760000
